Team,Season,rutung1,rutung2
1103,2015,1639,1726
1104,2015,1708,1796
1112,2015,2042,2135
1113,2015,1785,1865
1119,2015,1396,1475
1120,2015,1630,1713
1124,2015,2100,2207
1129,2015,1656,1734
1130,2015,1542,1621
1135,2015,1246,1299
1137,2015,1444,1518
1138,2015,1585,1661
1140,2015,1894,1987
1143,2015,1813,1902
1149,2015,1084,1139
1153,2015,1958,2041
1155,2015,1847,1936
1158,2015,1240,1298
1160,2015,1893,1987
1163,2015,2039,2135
1165,2015,900,949
1166,2015,1980,2072
1173,2015,1861,1947
1177,2015,1664,1753
1181,2015,2105,2205
1184,2015,1667,1761
1186,2015,1290,1354
1189,2015,1300,1357
1192,2015,1131,1199
1193,2015,1294,1379
1196,2015,2291,2403
1203,2015,1895,1987
1210,2015,1708,1789
1211,2015,1950,2049
1218,2015,1414,1485
1219,2015,1377,1451
1220,2015,1294,1372
1222,2015,1750,1844
1228,2015,1991,2092
1231,2015,1828,1917
1232,2015,1653,1736
1233,2015,1661,1746
1234,2015,1699,1766
1235,2015,2199,2320
1242,2015,1981,2070
1243,2015,1862,1951
1246,2015,1960,2062
1248,2015,1316,1383
1256,2015,1825,1918
1257,2015,2191,2301
1258,2015,1473,1557
1266,2015,1765,1841
1267,2015,1344,1415
1268,2015,1798,1879
1269,2015,1761,1842
1274,2015,1767,1850
1277,2015,2115,2229
1280,2015,1491,1570
1282,2015,1216,1290
1283,2015,1614,1695
1301,2015,1957,2056
1307,2015,2092,2199
1314,2015,1979,2062
1321,2015,1745,1825
1323,2015,1623,1691
1326,2015,2014,2114
1329,2015,1898,1988
1332,2015,2024,2128
1333,2015,1779,1873
1334,2015,1466,1535
1336,2015,1783,1870
1337,2015,1419,1480
1338,2015,1960,2056
1343,2015,1609,1697
1345,2015,1618,1684
1346,2015,1489,1562
1350,2015,1627,1706
1357,2015,1009,1077
1361,2015,2019,2111
1365,2015,1548,1631
1374,2015,1752,1821
1376,2015,1807,1908
1385,2015,1895,1976
1390,2015,1904,1994
1392,2015,1405,1476
1393,2015,1917,1990
1395,2015,1428,1504
1396,2015,1552,1632
1400,2015,1929,2025
1401,2015,1592,1663
1402,2015,1141,1199
1403,2015,1746,1837
1417,2015,2105,2219
1424,2015,1703,1783
1426,2015,1416,1489
1428,2015,1900,1992
1429,2015,1701,1786
1430,2015,1421,1494
1431,2015,1668,1746
1433,2015,1938,2028
1434,2015,1447,1513
1437,2015,2079,2172
1438,2015,2217,2329
1439,2015,1412,1482
1440,2015,1312,1376
1448,2015,1699,1779
1449,2015,1746,1832
1452,2015,1885,1976
1455,2015,2148,2258
1458,2015,2025,2114
1460,2015,1669,1762
1462,2015,1876,1965
1102,2015,1533,1618
1132,2015,1274,1334
1139,2015,1669,1753
1145,2015,1549,1635
1161,2015,1500,1567
1175,2015,1000,1057
1199,2015,1860,1950
1207,2015,1787,1870
1245,2015,1335,1403
1247,2015,1587,1662
1261,2015,1770,1856
1305,2015,1601,1678
1320,2015,1621,1703
1325,2015,1584,1662
1330,2015,1497,1572
1331,2015,1278,1341
1340,2015,1395,1469
1344,2015,2076,2190
1360,2015,1665,1758
1367,2015,1466,1548
1382,2015,1693,1783
1387,2015,1804,1871
1419,2015,1278,1348
1443,2015,1462,1535
1116,2015,1806,1891
1150,2015,1519,1604
1176,2015,1534,1619
1206,2015,1456,1529
1216,2015,1344,1417
1221,2015,1384,1446
1259,2015,1121,1176
1275,2015,1474,1550
1281,2015,1801,1889
1303,2015,1304,1372
1304,2015,2035,2134
1318,2015,1428,1504
1328,2015,2013,2117
1339,2015,1372,1431
1348,2015,1586,1668
1362,2015,1809,1904
1371,2015,1830,1932
1378,2015,1353,1413
1405,2015,1737,1826
1414,2015,1588,1668
1416,2015,1661,1755
1421,2015,1315,1391
1461,2015,1544,1616
1110,2015,1592,1685
1115,2015,1130,1194
1125,2015,1568,1638
1170,2015,1255,1315
1185,2015,1647,1736
1195,2015,1532,1617
1205,2015,1247,1307
1213,2015,1329,1407
1225,2015,1442,1527
1227,2015,1180,1250
1236,2015,1597,1686
1241,2015,1306,1372
1251,2015,1034,1093
1276,2015,2132,2231
1279,2015,1718,1805
1312,2015,1087,1150
1317,2015,1436,1508
1379,2015,1776,1861
1386,2015,2001,2108
1404,2015,1034,1095
1406,2015,1627,1706
1409,2015,1939,2047
