Team,Season,rutung1,rutung2
1112,2012,1880,1963
1280,2012,1711,1792
1385,2012,1981,2071
1103,2012,1703,1793
1401,2012,1874,1954
1102,2012,1523,1595
1104,2012,1836,1922
1113,2012,1566,1638
1116,2012,1538,1602
1120,2012,1577,1665
1124,2012,1654,1724
1132,2012,1308,1373
1138,2012,1378,1440
1143,2012,1773,1859
1144,2012,938,980
1150,2012,1273,1332
1155,2012,1886,1978
1158,2012,1527,1597
1161,2012,1637,1707
1163,2012,2178,2298
1166,2012,1593,1666
1176,2012,1102,1138
1177,2012,1394,1464
1181,2012,2140,2236
1185,2012,1126,1176
1193,2012,1481,1540
1196,2012,1959,2041
1199,2012,1760,1828
1201,2012,1382,1447
1203,2012,1632,1709
1206,2012,1831,1915
1208,2012,1731,1807
1210,2012,1580,1651
1211,2012,1921,2017
1220,2012,1639,1721
1228,2012,1753,1831
1231,2012,1488,1560
1232,2012,1848,1947
1234,2012,1600,1677
1242,2012,2232,2331
1243,2012,2007,2103
1246,2012,2076,2179
1247,2012,1591,1677
1249,2012,1211,1274
1257,2012,2077,2180
1258,2012,1300,1369
1266,2012,1891,1984
1267,2012,1718,1804
1269,2012,1323,1375
1274,2012,1761,1844
1278,2012,1524,1585
1279,2012,1676,1756
1281,2012,1781,1852
1283,2012,1750,1827
1292,2012,1307,1370
1295,2012,1306,1379
1298,2012,1170,1240
1301,2012,1545,1603
1304,2012,1716,1790
1314,2012,2084,2171
1318,2012,1368,1432
1326,2012,2222,2324
1328,2012,1726,1814
1329,2012,1805,1892
1335,2012,1282,1349
1338,2012,1976,2052
1345,2012,1946,2025
1347,2012,935,989
1350,2012,1974,2073
1352,2012,1429,1509
1353,2012,1682,1766
1357,2012,1112,1177
1361,2012,2150,2247
1376,2012,1489,1555
1381,2012,1342,1424
1382,2012,1483,1546
1386,2012,1577,1664
1387,2012,1536,1610
1390,2012,1511,1577
1391,2012,1021,1084
1395,2012,1312,1376
1397,2012,1723,1798
1403,2012,1627,1698
1408,2012,1278,1349
1409,2012,1721,1809
1418,2012,1501,1574
1425,2012,1845,1933
1427,2012,1500,1587
1429,2012,1924,2012
1433,2012,1747,1840
1434,2012,1606,1680
1435,2012,1809,1890
1437,2012,1707,1774
1440,2012,1385,1461
1448,2012,1324,1383
1452,2012,1972,2066
1462,2012,1868,1945
1463,2012,1356,1430
1136,2012,1114,1179
1142,2012,1284,1342
1154,2012,1071,1120
1159,2012,1095,1163
1173,2012,1723,1814
1184,2012,1125,1177
1191,2012,1478,1548
1207,2012,1798,1870
1214,2012,1346,1427
1222,2012,1260,1317
1235,2012,1687,1778
1236,2012,1287,1345
1253,2012,1607,1683
1261,2012,1411,1487
1264,2012,1097,1155
1308,2012,1477,1552
1320,2012,1446,1501
1323,2012,2084,2176
1333,2012,1559,1642
1336,2012,1974,2075
1339,2012,1437,1494
1344,2012,1591,1669
1355,2012,1394,1463
1362,2012,1666,1749
1371,2012,1777,1864
1378,2012,1635,1729
1393,2012,2041,2135
1439,2012,1812,1892
1447,2012,1054,1102
1449,2012,1944,2047
1458,2012,1921,1996
1464,2012,1234,1297
1114,2012,1522,1615
1133,2012,1524,1600
1153,2012,1996,2090
1156,2012,1637,1709
1170,2012,1102,1166
1182,2012,1478,1544
1205,2012,1237,1312
1241,2012,1585,1662
1268,2012,1703,1772
1321,2012,1749,1829
1325,2012,1445,1508
1400,2012,2009,2100
1431,2012,1795,1886
1438,2012,1703,1775
1455,2012,1653,1722
1107,2012,1253,1312
1130,2012,1793,1873
1165,2012,1465,1560
1172,2012,1388,1452
1194,2012,1404,1465
1198,2012,1208,1268
1202,2012,1408,1469
1218,2012,1455,1518
1223,2012,910,970
1248,2012,1339,1434
1250,2012,1265,1347
1251,2012,1108,1145
1259,2012,1322,1385
1271,2012,1039,1100
1276,2012,1919,2012
1293,2012,1563,1642
1310,2012,1240,1305
1315,2012,1228,1304
1316,2012,1474,1564
1330,2012,1954,2053
1342,2012,1223,1293
1360,2012,1280,1357
1363,2012,1598,1686
1396,2012,1876,1953
1424,2012,1886,1970
1443,2012,1390,1458
1454,2012,1731,1813
1139,2012,1871,1965
1145,2012,1414,1495
1157,2012,1494,1563
1179,2012,1453,1517
1180,2012,1579,1652
1186,2012,1256,1324
1189,2012,1275,1340
1190,2012,1474,1541
1217,2012,1598,1671
1245,2012,1586,1660
1272,2012,1850,1955
1275,2012,1449,1513
1337,2012,1407,1483
1340,2012,1242,1312
1346,2012,1411,1482
1364,2012,1575,1671
1388,2012,1715,1795
1411,2012,1171,1223
1451,2012,1355,1410
1461,2012,1290,1349
1110,2012,1393,1465
1129,2012,1672,1758
1167,2012,998,1042
1183,2012,962,1011
1282,2012,1204,1256
1291,2012,1145,1208
1331,2012,1608,1690
1366,2012,1302,1382
1373,2012,1268,1330
1430,2012,1200,1263
1436,2012,1359,1413
1460,2012,1510,1574
1117,2012,1385,1451
1195,2012,1238,1313
1229,2012,1306,1364
1273,2012,1441,1521
1285,2012,1410,1474
1305,2012,1389,1451
1322,2012,1255,1310
1332,2012,1686,1769
1349,2012,1522,1606
1441,2012,1510,1586
1450,2012,1691,1766
1140,2012,1995,2078
1168,2012,1240,1308
1192,2012,861,915
1200,2012,1229,1304
1209,2012,1321,1389
1221,2012,1224,1303
1233,2012,1625,1708
1239,2012,1230,1283
1244,2012,1077,1139
1277,2012,1860,1951
1307,2012,1778,1861
1313,2012,1167,1234
1367,2012,1022,1083
1402,2012,1296,1358
1416,2012,1607,1687
1111,2012,1479,1559
1125,2012,1769,1862
1135,2012,1143,1205
1137,2012,1667,1764
1148,2012,1326,1401
1171,2012,932,988
1240,2012,995,1060
1254,2012,1634,1723
1286,2012,1158,1219
1299,2012,1095,1148
1311,2012,1192,1251
1324,2012,1779,1867
1343,2012,1680,1766
1354,2012,1066,1135
1365,2012,1524,1598
1368,2012,1272,1334
1374,2012,1462,1533
1379,2012,1549,1611
1405,2012,865,902
1410,2012,820,876
1426,2012,1082,1121
1453,2012,1369,1429
1160,2012,1981,2087
1265,2012,1109,1177
1377,2012,1120,1183
1389,2012,1647,1744
1398,2012,1195,1261
1422,2012,1285,1359
1456,2012,1423,1507
1115,2012,862,914
1141,2012,1218,1276
1149,2012,1262,1331
1351,2012,1606,1686
1119,2012,943,996
1174,2012,1465,1547
1187,2012,1717,1806
1252,2012,1258,1319
1370,2012,1156,1209
1392,2012,1369,1450
1394,2012,1135,1198
1399,2012,1542,1631
1412,2012,1754,1838
1459,2012,1714,1805
1123,2012,1446,1523
1178,2012,1536,1608
1227,2012,1216,1281
1375,2012,1208,1263
1151,2012,1294,1352
1255,2012,1123,1195
1256,2012,1215,1277
1290,2012,1007,1068
1294,2012,1629,1713
1348,2012,1574,1646
1356,2012,1428,1500
1380,2012,557,588
1131,2012,1590,1678
1146,2012,826,874
1162,2012,1273,1345
1219,2012,1188,1250
1224,2012,868,918
1225,2012,1507,1580
1237,2012,1429,1497
1260,2012,1433,1505
1270,2012,1386,1455
1287,2012,1691,1786
1359,2012,1068,1118
1369,2012,1177,1248
1372,2012,1229,1280
1383,2012,1301,1373
1407,2012,1153,1203
1421,2012,1538,1630
1442,2012,846,885
1263,2012,1050,1094
1404,2012,1280,1362
1415,2012,1392,1476
1417,2012,1792,1867
1419,2012,1059,1114
1175,2012,826,870
1306,2012,995,1031
1312,2012,1029,1080
1204,2012,942,995
1384,2012,1035,1086
1457,2012,1213,1277
1106,2012,1301,1384
1126,2012,1290,1354
1226,2012,1130,1185
1300,2012,1162,1231
1303,2012,900,1000
1334,2012,1167,1215
1414,2012,1293,1366
1423,2012,1215,1266
1317,2012,1435,1509
1122,2012,1381,1455
1284,2012,991,1043
1169,2012,1348,1414
1319,2012,1411,1480
1420,2012,940,984
1444,2012,1504,1572
1164,2012,1144,1208
1288,2012,1220,1289
1238,2012,1023,1079
1428,2012,1532,1603
1341,2012,872,922
1358,2012,1372,1434
1188,2012,912,957
1212,2012,1160,1233
1216,2012,1173,1235
1105,2012,873,913
1108,2012,703,748
1197,2012,946,996
1296,2012,1125,1183
1152,2012,746,786
1406,2012,1051,1108
1413,2012,1169,1230
1127,2012,1052,1112
