Team,Season,rutung1,rutung2
1102,2014,1708,1792
1103,2014,1788,1876
1107,2014,1587,1685
1112,2014,1835,1921
1113,2014,1702,1790
1116,2014,1736,1809
1120,2014,1335,1390
1124,2014,1794,1883
1125,2014,1779,1859
1129,2014,1825,1909
1133,2014,1447,1511
1140,2014,1579,1646
1143,2014,1842,1926
1150,2014,1742,1832
1153,2014,1937,2031
1155,2014,1530,1606
1163,2014,1858,1942
1166,2014,1922,2023
1181,2014,2012,2098
1184,2014,1406,1461
1196,2014,1893,1975
1199,2014,1866,1965
1200,2014,1501,1590
1201,2014,1709,1811
1203,2014,1621,1705
1206,2014,1371,1431
1208,2014,1659,1725
1210,2014,1731,1828
1214,2014,1248,1315
1218,2014,1288,1338
1222,2014,1528,1605
1228,2014,1877,1965
1231,2014,2049,2137
1234,2014,1928,2023
1242,2014,2138,2240
1246,2014,1775,1850
1258,2014,1486,1587
1259,2014,1513,1587
1260,2014,1306,1369
1266,2014,2012,2102
1267,2014,1430,1492
1276,2014,1918,1994
1277,2014,2033,2128
1278,2014,1721,1795
1279,2014,2011,2117
1280,2014,1531,1611
1281,2014,1796,1869
1283,2014,1607,1692
1284,2014,1105,1166
1294,2014,1361,1438
1301,2014,1876,1962
1303,2014,1295,1366
1304,2014,1860,1968
1314,2014,2001,2095
1323,2014,2029,2127
1328,2014,1750,1821
1329,2014,1979,2065
1332,2014,1959,2071
1334,2014,1763,1867
1338,2014,1933,2013
1339,2014,1340,1411
1344,2014,1823,1904
1345,2014,1803,1892
1348,2014,1453,1526
1350,2014,1619,1693
1353,2014,1683,1767
1358,2014,1303,1380
1360,2014,1593,1682
1361,2014,1824,1910
1374,2014,1433,1507
1375,2014,1458,1530
1379,2014,1822,1912
1383,2014,1211,1277
1387,2014,2128,2236
1388,2014,1958,2054
1390,2014,1730,1810
1392,2014,1555,1633
1393,2014,2055,2158
1400,2014,1825,1913
1401,2014,1581,1650
1403,2014,1569,1655
1406,2014,1540,1620
1408,2014,1491,1566
1411,2014,1412,1502
1417,2014,1912,2003
1422,2014,1159,1226
1424,2014,1920,2011
1429,2014,1483,1550
1430,2014,1019,1079
1433,2014,1954,2050
1434,2014,1836,1930
1437,2014,1943,2038
1438,2014,1776,1855
1440,2014,1179,1256
1444,2014,1454,1528
1448,2014,1595,1673
1450,2014,1632,1728
1452,2014,1511,1572
1458,2014,2051,2152
1461,2014,1604,1679
1462,2014,1667,1742
1464,2014,1381,1445
1119,2014,1359,1427
1139,2014,1920,2012
1156,2014,1329,1390
1162,2014,1194,1261
1168,2014,1201,1257
1173,2014,1678,1761
1177,2014,1476,1548
1179,2014,1637,1720
1182,2014,1325,1394
1193,2014,1426,1506
1211,2014,2161,2268
1225,2014,1356,1431
1232,2014,1626,1712
1254,2014,1622,1721
1257,2014,2261,2373
1264,2014,1559,1643
1307,2014,2057,2156
1308,2014,1837,1937
1319,2014,1114,1170
1321,2014,1540,1608
1325,2014,1646,1721
1326,2014,2260,2374
1336,2014,1589,1674
1346,2014,1300,1361
1352,2014,1497,1574
1367,2014,1252,1320
1371,2014,1653,1736
1376,2014,1429,1492
1378,2014,1613,1689
1382,2014,1561,1629
1386,2014,1728,1813
1396,2014,1922,2016
1463,2014,1516,1611
1131,2014,1492,1573
1135,2014,1436,1526
1149,2014,1351,1428
1160,2014,1756,1831
1164,2014,1031,1097
1189,2014,1388,1455
1198,2014,1523,1610
1217,2014,1509,1572
1220,2014,1164,1231
1235,2014,1900,1984
1269,2014,1838,1934
1292,2014,1760,1838
1331,2014,1223,1272
1343,2014,1477,1550
1449,2014,1743,1826
1117,2014,1433,1505
1145,2014,1376,1442
1245,2014,1616,1697
1274,2014,2097,2205
1316,2014,1266,1338
1347,2014,1001,1054
1384,2014,1140,1213
1412,2014,1613,1692
1441,2014,1309,1379
1454,2014,1287,1360
1455,2014,1751,1837
1144,2014,1098,1162
1152,2014,1215,1312
1154,2014,1063,1122
1158,2014,1545,1624
1180,2014,1291,1346
1187,2014,1614,1688
1191,2014,1672,1755
1195,2014,1608,1700
1202,2014,1032,1094
1247,2014,1787,1869
1250,2014,1435,1500
1255,2014,1066,1134
1287,2014,1324,1388
1305,2014,1444,1509
1335,2014,1308,1381
1364,2014,1306,1381
1365,2014,1589,1669
1368,2014,1262,1333
1372,2014,1632,1711
1399,2014,1345,1427
1418,2014,1390,1469
1425,2014,1633,1707
1426,2014,1603,1692
1435,2014,1827,1915
1436,2014,1421,1498
1439,2014,1566,1644
1456,2014,1271,1329
1127,2014,797,854
1136,2014,1308,1381
1137,2014,1707,1786
1167,2014,1403,1483
1207,2014,2059,2146
1216,2014,1334,1405
1221,2014,1174,1241
1243,2014,2019,2108
1268,2014,1836,1933
1306,2014,1194,1274
1310,2014,1506,1582
1330,2014,1225,1293
1333,2014,1549,1629
1337,2014,1282,1347
1362,2014,1517,1594
1370,2014,1121,1180
1423,2014,1109,1160
1457,2014,1217,1286
1104,2014,1801,1883
1110,2014,1125,1183
1185,2014,1314,1380
1197,2014,1024,1093
1238,2014,1074,1138
1272,2014,2041,2133
1285,2014,1702,1787
1317,2014,1374,1452
1405,2014,1426,1496
1414,2014,1618,1703
1241,2014,1609,1696
1312,2014,1182,1249
1322,2014,1668,1766
1385,2014,1719,1797
1394,2014,1229,1314
1410,2014,1177,1253
1421,2014,1072,1117
1428,2014,1773,1869
1106,2014,902,959
1161,2014,1835,1922
1171,2014,1316,1404
1183,2014,1190,1257
1188,2014,981,1029
1205,2014,1439,1517
1233,2014,1673,1773
1236,2014,1513,1603
1261,2014,1739,1811
1273,2014,1486,1560
1296,2014,968,1014
1298,2014,1017,1079
1318,2014,1450,1518
1369,2014,1319,1390
1380,2014,1297,1373
1397,2014,1853,1935
1415,2014,1085,1147
1443,2014,1666,1768
1130,2014,1865,1960
1174,2014,1504,1570
1229,2014,1608,1686
1416,2014,1638,1715
1420,2014,1158,1240
1123,2014,1425,1497
1209,2014,1398,1466
1226,2014,1053,1120
1252,2014,1222,1285
1300,2014,1433,1508
1419,2014,1070,1130
1447,2014,1419,1493
1122,2014,1096,1166
1178,2014,1595,1670
1244,2014,868,934
1271,2014,781,827
1313,2014,1465,1545
1373,2014,1234,1308
1395,2014,1489,1568
1407,2014,1297,1369
1431,2014,1650,1736
1159,2014,1114,1171
1219,2014,1165,1217
1256,2014,1586,1650
1282,2014,1052,1115
1295,2014,1522,1597
1349,2014,1159,1219
1363,2014,1053,1100
1141,2014,1185,1249
1169,2014,1236,1296
1172,2014,1806,1893
1190,2014,1161,1218
1249,2014,857,901
1114,2014,1379,1444
1186,2014,1161,1224
1213,2014,900,1000
1286,2014,1200,1270
1320,2014,1618,1683
1340,2014,1029,1081
1413,2014,1400,1468
1460,2014,1602,1688
1157,2014,1144,1198
1239,2014,1091,1143
1291,2014,1542,1627
1297,2014,1303,1375
1351,2014,1517,1594
1357,2014,1015,1062
1389,2014,1179,1245
1427,2014,1365,1446
1315,2014,1368,1444
1227,2014,1416,1490
1240,2014,1383,1453
1288,2014,1380,1461
1355,2014,1676,1766
1377,2014,1120,1178
1132,2014,1319,1386
1138,2014,1456,1539
1146,2014,1248,1318
1148,2014,1298,1373
1170,2014,1147,1206
1192,2014,899,951
1311,2014,1056,1106
1356,2014,1630,1722
1204,2014,1299,1378
1409,2014,1595,1676
1453,2014,1585,1665
1142,2014,1550,1630
1151,2014,1163,1221
1251,2014,1453,1553
1299,2014,1480,1581
1341,2014,1082,1156
1402,2014,1409,1493
1223,2014,1170,1243
1248,2014,1543,1618
1290,2014,833,887
1451,2014,1628,1703
1105,2014,886,945
1176,2014,1782,1869
1194,2014,1322,1392
1275,2014,1204,1271
1342,2014,1022,1072
1391,2014,1363,1434
1237,2014,905,949
1293,2014,1436,1495
1404,2014,1113,1182
1442,2014,1448,1508
1459,2014,1216,1279
1324,2014,1433,1511
1359,2014,1068,1112
1224,2014,882,933
1265,2014,1279,1344
1309,2014,1004,1070
1354,2014,948,1022
1253,2014,1502,1575
1263,2014,1145,1209
1175,2014,1182,1255
1270,2014,1178,1233
1115,2014,1296,1377
1398,2014,1504,1577
1262,2014,900,1000
1366,2014,1214,1270
1108,2014,870,923
1230,2014,900,1000
1101,2014,900,1000
1111,2014,1385,1465
1126,2014,1258,1340
1212,2014,900,1000
1165,2014,1139,1192
1381,2014,1055,1107
