Team,Season,rutung1,rutung2
1143,2010,1715,1777
1314,2010,2061,2143
1326,2010,1955,2051
1393,2010,2078,2181
1301,2010,1672,1745
1111,2010,1189,1243
1113,2010,1923,2013
1116,2010,1455,1517
1120,2010,1886,1972
1123,2010,1225,1287
1124,2010,1771,1860
1125,2010,1208,1263
1129,2010,1359,1416
1130,2010,1823,1909
1135,2010,1154,1228
1140,2010,1790,1870
1150,2010,1299,1349
1155,2010,1682,1744
1157,2010,986,1040
1160,2010,1235,1289
1161,2010,1265,1317
1163,2010,2013,2093
1181,2010,2134,2239
1182,2010,1730,1816
1193,2010,1363,1434
1206,2010,1533,1611
1207,2010,1599,1665
1208,2010,1515,1581
1217,2010,1296,1378
1218,2010,1156,1204
1225,2010,1475,1551
1228,2010,1825,1904
1231,2010,1392,1457
1233,2010,1056,1097
1235,2010,1544,1621
1242,2010,1904,1975
1243,2010,1708,1773
1245,2010,1427,1483
1246,2010,1587,1646
1248,2010,1050,1110
1259,2010,1147,1201
1261,2010,1796,1865
1263,2010,926,964
1266,2010,1817,1898
1268,2010,1869,1962
1272,2010,2133,2226
1273,2010,1105,1153
1277,2010,2014,2102
1278,2010,1815,1906
1279,2010,1529,1581
1284,2010,1098,1171
1285,2010,1288,1334
1288,2010,1433,1510
1294,2010,1238,1296
1320,2010,1824,1916
1321,2010,1713,1790
1332,2010,1540,1615
1334,2010,1411,1480
1336,2010,1730,1799
1338,2010,2082,2170
1344,2010,1781,1865
1345,2010,2025,2131
1346,2010,1264,1331
1347,2010,1503,1586
1349,2010,1352,1429
1350,2010,1641,1721
1351,2010,1521,1606
1355,2010,1117,1166
1357,2010,1312,1371
1360,2010,1361,1423
1362,2010,1145,1200
1365,2010,1476,1554
1371,2010,1681,1763
1373,2010,1763,1849
1375,2010,1576,1658
1376,2010,1655,1721
1378,2010,1412,1478
1382,2010,1431,1502
1384,2010,909,963
1385,2010,1668,1749
1386,2010,1462,1523
1388,2010,1728,1804
1392,2010,1262,1329
1394,2010,1377,1444
1397,2010,1850,1939
1403,2010,1609,1687
1406,2010,1342,1419
1412,2010,1618,1685
1416,2010,1272,1318
1429,2010,1715,1795
1430,2010,1212,1268
1431,2010,1588,1657
1433,2010,1719,1813
1437,2010,1983,2072
1438,2010,1650,1736
1440,2010,1344,1417
1448,2010,1909,1994
1449,2010,1986,2074
1450,2010,1831,1922
1462,2010,1651,1712
1139,2010,1771,1843
1165,2010,1392,1452
1170,2010,878,924
1173,2010,1707,1785
1183,2010,1127,1185
1185,2010,1264,1331
1189,2010,1138,1186
1190,2010,1408,1492
1210,2010,1656,1746
1211,2010,1937,2024
1237,2010,1228,1278
1247,2010,1542,1606
1256,2010,1497,1581
1258,2010,1072,1141
1264,2010,1255,1310
1274,2010,1726,1804
1304,2010,1594,1652
1305,2010,1616,1690
1307,2010,1762,1841
1323,2010,1779,1860
1328,2010,1875,1948
1329,2010,1879,1961
1333,2010,1582,1649
1339,2010,1420,1477
1343,2010,1227,1296
1353,2010,1425,1503
1356,2010,1534,1612
1379,2010,1319,1383
1387,2010,1540,1607
1396,2010,1838,1931
1453,2010,1550,1611
1460,2010,1635,1710
1112,2010,1757,1829
1122,2010,1387,1461
1133,2010,1592,1668
1137,2010,1044,1099
1176,2010,1355,1418
1178,2010,1136,1189
1196,2010,1663,1731
1203,2010,1386,1460
1229,2010,1665,1741
1267,2010,1369,1423
1298,2010,1172,1221
1325,2010,1222,1273
1330,2010,1591,1665
1377,2010,1082,1128
1390,2010,1716,1796
1400,2010,1734,1801
1409,2010,1777,1857
1411,2010,967,1030
1413,2010,1193,1249
1419,2010,1185,1239
1427,2010,1386,1464
1436,2010,1503,1571
1439,2010,1785,1873
1452,2010,1986,2085
1455,2010,1631,1709
1458,2010,1794,1874
1107,2010,1177,1244
1153,2010,1504,1549
1168,2010,1289,1357
1199,2010,1983,2078
1220,2010,1474,1542
1249,2010,1162,1211
1283,2010,1367,1436
1313,2010,1250,1332
1366,2010,1135,1198
1368,2010,1265,1332
1381,2010,1237,1305
1395,2010,1342,1397
1399,2010,1082,1141
1401,2010,1814,1893
1435,2010,1751,1830
1443,2010,1745,1835
1104,2010,1764,1847
1119,2010,1253,1323
1144,2010,1228,1298
1147,2010,1027,1076
1149,2010,1018,1077
1151,2010,1464,1551
1158,2010,1539,1607
1166,2010,1768,1838
1167,2010,1152,1212
