Team,Season,rutung1,rutung2
1228,2011,1822,1905
1268,2011,2024,2118
1338,2011,1935,2022
1400,2011,1828,1911
1104,2011,1748,1840
1110,2011,1228,1293
1111,2011,1593,1677
1114,2011,1110,1164
1122,2011,1234,1286
1124,2011,1971,2055
1130,2011,1609,1670
1135,2011,1107,1168
1140,2011,1824,1899
1141,2011,1351,1419
1145,2011,1307,1371
1155,2011,1785,1857
1156,2011,1479,1545
1160,2011,1647,1721
1163,2011,1639,1706
1165,2011,1784,1875
1166,2011,1626,1701
1180,2011,1295,1342
1194,2011,1232,1286
1196,2011,1709,1779
1199,2011,1812,1885
1205,2011,1030,1093
1207,2011,2007,2104
1208,2011,1675,1749
1210,2011,1953,2054
1211,2011,1810,1879
1218,2011,1232,1293
1222,2011,1712,1809
1224,2011,765,797
1231,2011,1428,1490
1232,2011,1610,1691
1235,2011,1635,1715
1236,2011,1374,1448
1242,2011,2236,2340
1243,2011,2005,2099
1245,2011,1646,1725
1246,2011,2142,2242
1247,2011,1318,1379
1254,2011,1147,1205
1260,2011,1254,1313
1261,2011,1540,1617
1263,2011,1250,1304
1266,2011,1944,2030
1269,2011,1507,1583
1272,2011,1682,1743
1274,2011,1788,1878
1275,2011,1507,1592
1277,2011,1889,1967
1278,2011,1958,2058
1279,2011,1750,1830
1280,2011,1858,1951
1283,2011,1560,1629
1288,2011,1492,1570
1301,2011,1866,1960
1304,2011,1639,1727
1308,2011,1797,1893
1314,2011,1671,1745
1318,2011,1608,1687
1321,2011,1556,1621
1323,2011,2013,2111
1326,2011,2138,2242
1328,2011,1515,1574
1332,2011,1708,1795
1334,2011,1403,1467
1336,2011,1610,1692
1339,2011,1642,1720
1340,2011,1339,1415
1343,2011,1503,1587
1350,2011,1927,2021
1355,2011,1220,1281
1362,2011,1440,1518
1363,2011,1317,1376
1364,2011,1594,1676
1365,2011,1217,1280
1376,2011,1601,1676
1379,2011,1531,1597
1391,2011,1034,1100
1393,2011,1953,2020
1395,2011,1496,1575
1396,2011,2059,2163
1397,2011,1951,2039
1401,2011,2010,2105
1403,2011,1649,1726
1408,2011,1199,1257
1417,2011,1654,1737
1421,2011,1302,1372
1424,2011,1812,1899
1433,2011,1627,1705
1435,2011,1808,1879
1437,2011,1836,1908
1438,2011,1654,1732
1439,2011,1823,1900
1443,2011,1494,1563
1447,2011,896,944
1452,2011,2162,2273
1462,2011,1929,2018
1464,2011,1064,1109
